CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V3_M;V4_M;V8_M;V9_M;V10_M;V12_M;V18_M;V19_AM;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;V2_02_M;V2_03_M;V5_03_M;V11_02_M;PP07B1_01;EMPLEO;SECTOR;PP02A;PP02B;PP02D;PP02F;PP02G;PP03K;PP04A1;PP05B3;PP05I;PP05J;PP05K;PP06E1;PP06K;PP06K_SEM;PP06K_MES;PP06L;PP07F1_1;PP07F1_2;PP07F1_3;PP07I2;PP07I3;PP07I4;PP07L;PP07M;PP08G;PP08G_DSEM;PP08G_DMES;PP08H;PP10B1;PP10B2;PP10B3;PP10B4;PP10B5;PP10B6;PP10B7;PP10B8;PP10B9;PP10B10;PP11L2;V2_01_M;V5_01_M;V5_02_M;V11_01_M;V21_01_M;V21_02_M;V21_03_M;V22_01_M;V22_02_M;V22_03_M;P_DECCF;P_RDECCF;P_GDECCF;P_PDECCF;P_IDECCF;P_ADECCF;P21Actualizado
TQRMNORVXHKKTUCDEIJAH00862825;2024;2;1;1;1;1;S;33;1579;1;1;23/03/1960;64;1;1;1;2;0;6;1;;1;;1;;6;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1579;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;-9;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNORYVHLNMNCDEIJAH00864034;2024;2;1;6;1;1;S;33;2640;5;1;02/07/2011;12;5;4;1;1;1;2;2;5.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2640;0;0.00;0;;0;0.00;;0;2640;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNORYRHMONMCDEIJAH00802096;2024;2;1;6;0;1;S;33;1837;3;1;22/07/2022;1;5;4;3;0;0;0;0;;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1837;0;0.00;0;;0;0.00;;0;1837;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOPPXHMONPCDEIJAH00807563;2024;2;1;2;1;1;S;33;1970;2;2;01/06/1982;41;1;1;1;2;0;6;2;0.00;1;;1;;5;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1970;0;0.00;0;;0;0.00;;0;1970;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNORTQHMMLNCDEGJBF00799748;2024;2;2;3;1;43;S;13;680;8;2;01/01/1900;32;5;1;1;2;0;3;1;;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;680;0;164000.00;2;2.00;2;2.00;;2;696;0;0;0;0;0;0;0;0;164000;614000;5;6.00;5;5.00;;5;204666,70;4;5.00;4;4.00;;4;787;0;94000;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;70000;5.00;5.00;5.00;;6.00;5.00;0,00
TQRMNOTQVHLMRUCDEIJAH00807412;2024;2;1;2;1;1;S;33;1665;3;2;13/12/2008;15;5;1;1;1;2;4;2;3.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1665;0;0.00;0;;0;0.00;;0;1665;0;0;0;0;0;0;0;0;0;326000;2;;2;2.00;;3;163000,00;3;;3;3.00;;4;1956;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;;5.00;0,00
TQRMNOQWQHKNQSCDEIJAH00862318;2024;2;1;2;1;1;S;33;2576;2;2;21/06/1996;28;1;4;1;2;0;4;2;2.00;1;;1;;3;3;0;7;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2576;0;140000.00;2;;2;2.00;;2;3098;0;0;0;0;0;0;0;0;140000;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;140000;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOSYQHLMNSCDEIJAH00807817;2024;2;1;1;1;1;S;33;1028;1;1;10/10/1951;72;2;1;1;2;0;2;1;;1;;1;;2;3;0;4;;0;0;0;0;0;0;0;0;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1028;0;200000.00;3;;3;3.00;;4;1179;0;0;0;0;0;0;0;0;200000;400000;3;;3;3.00;;3;200000,00;4;;4;4.00;;5;1791;130000;0;0;0;;;;1;2;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;70000;0;5.00;5.00;5.00;;;6.00;0,00
TQRMNOUVPHLOLPCDEGJBF00804922;2024;2;1;5;0;43;S;13;1068;3;1;11/09/2019;4;5;4;2;1;1;1;2;0.00;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;1068;0;0.00;0;0.00;0;0.00;;0;1068;0;0;0;0;0;0;0;0;0;216000;1;1.00;1;1.00;;1;43200,00;1;1.00;1;1.00;;1;1110;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1.00;1.00;1.00;;1.00;1.00;0,00
TQRMNOQTQHLNTPCDEIJAH00807484;2024;2;1;5;1;1;S;33;155;3;2;06/05/2008;16;5;4;1;1;1;4;2;4.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;155;0;0.00;0;;0;0.00;;0;155;0;0;0;0;0;0;0;0;0;1010000;8;;8;8.00;;8;336666,70;7;;7;7.00;;7;282;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;8.00;8.00;8.00;;;8.00;0,00
TQRMNOQQTHMLLPCDEIJAH00802050;2024;2;1;1;1;1;S;33;1737;1;1;07/11/1967;56;2;1;1;2;0;4;2;3.00;2;;1;;3;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1737;0;205000.00;4;;3;3.00;;4;2120;0;0;0;0;0;0;0;0;205000;1096000;8;;8;8.00;;8;365333,30;7;;7;7.00;;8;2598;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135000;0;0;0;0;0;0;70000;0;0;8.00;8.00;8.00;;;8.00;0,00
TQRMNOQXYHJKNSCDEIJAH00865292;2024;2;1;1;1;1;S;33;841;1;2;11/03/1954;70;4;1;1;2;0;2;1;;3;18.00;1;;2;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;841;0;120000.00;2;;2;2.00;;2;1064;0;0;0;0;0;0;0;0;120000;655000;6;;5;5.00;;6;131000,00;2;;2;2.00;;3;2430;120000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;;4.00;0,00
TQRMNOUVPHLOLPCDEGJBF00804922;2024;2;1;1;1;43;S;13;1068;1;2;23/09/1992;31;1;4;1;2;0;3;2;8.00;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;1068;0;216000.00;4;4.00;3;4.00;;3;1073;0;0;0;0;0;0;0;0;216000;216000;1;1.00;1;1.00;;1;43200,00;1;1.00;1;1.00;;1;1110;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;216000;0;0;0;0;0;0;0;0;1.00;1.00;1.00;;1.00;1.00;0,00
TQRMNOQWQHKNQSCDEIJAH00862318;2024;2;1;4;1;1;S;33;2576;6;2;01/01/1900;48;3;4;1;9;9;99;9;99.00;1;;1;;2;2;3;0;1.00;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.00;2.00;1.00;1.00;2.00;9999.00;2.00;0.00;0.00;0.00;99.00;2.00;56314.00;5.00;0.00;0.00;0.00;2.00;0.00;9.00;1.00;2.00;9.00;2.00;2.00;2.00;0;0;;0;0.00;;0;2576;-9;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;1;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;2.00;2.00;2.00;2.00;1.00;2.00;2.00;2.00;2.00;2.00;2.00;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOQRYHLLSOCDEIJAH00807693;2024;2;1;4;1;1;S;33;502;3;1;12/01/2011;13;5;4;1;1;1;4;2;1.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;502;0;0.00;0;;0;0.00;;0;502;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOQXPHJOQOCDEIJAH00864622;2024;2;1;5;1;1;S;33;1749;3;2;24/01/1994;30;5;4;2;2;0;9;2;98.00;1;;1;;1;2;0;0;;2;1;2;2;2;1;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.00;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;0.00;;0;1749;0;120000.00;2;;2;2.00;;2;2394;0;0;0;0;0;0;0;0;120000;565000;5;;5;5.00;;5;113000,00;2;;2;2.00;;2;4287;0;120000;0;0;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1.00;1.00;2.00;1.00;2.00;1.00;2.00;2.00;2.00;2.00;0.00;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;;3.00;0,00
TQRMNOQUWHMMMMCDEGJBF00799833;2024;2;1;3;1;43;S;13;594;3;2;28/02/2001;23;5;4;1;1;1;7;2;0.00;1;;1;;5;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;594;0;0.00;0;0.00;0;0.00;;0;594;0;0;0;0;0;0;0;0;0;702000;6;6.00;6;6.00;;6;100285,70;2;2.00;2;2.00;;1;714;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;2.00;2.00;0,00
TQRMNORVSHJNSPCDEIJAH00862702;2024;2;1;3;1;1;S;33;2055;3;2;28/07/1999;24;3;4;1;2;0;4;1;;1;;1;;4;2;0;0;;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.00;2.00;1.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;0.00;;0;2055;0;0.00;0;;0;0.00;;0;2055;0;0;0;0;0;0;0;0;0;925000;7;;7;7.00;;7;154166,70;3;;3;3.00;;4;4453;0;0;0;0;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1.00;2.00;1.00;1.00;1.00;1.00;1.00;2.00;2.00;2.00;0.00;0;0;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;;4.00;0,00
TQRMNOPURHJMMPCDEGJBF00866542;2024;2;1;1;1;43;S;13;719;1;2;01/01/1900;70;3;1;1;2;0;6;1;;2;;1;;6;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;719;0;241000.00;4;4.00;4;4.00;;4;717;0;0;0;0;0;0;0;0;241000;241000;2;2.00;2;2.00;;1;241000,00;5;5.00;5;5.00;;4;722;171000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;70000;0;6.00;6.00;6.00;;7.00;6.00;0,00
TQRMNORXUHMMLUCDEGJBF00799762;2024;2;1;4;0;43;S;13;707;3;2;26/11/2021;2;5;1;2;3;0;0;0;;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;707;0;0.00;0;0.00;0;0.00;;0;707;0;0;0;0;0;0;0;0;0;1000000;8;8.00;8;8.00;;8;250000,00;6;6.00;5;5.00;;5;790;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;7.00;6.00;6.00;;7.00;6.00;0,00
TQRMNOPTXHKNQMCDEIJAH00857712;2024;2;1;3;1;1;S;33;1601;3;1;10/03/2006;18;5;4;1;1;2;4;2;5.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1601;0;0.00;0;;0;0.00;;0;1601;0;0;0;0;0;0;0;0;0;456000;4;;4;4.00;;4;114000,00;2;;2;2.00;;2;3208;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;;3.00;0,00
TQRMNOQXWHLOLSCDEGJBF00804983;2024;2;1;2;1;43;S;13;734;2;2;26/05/1973;50;2;4;1;2;0;4;1;;1;;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;734;80000;80000.00;1;1.00;1;1.00;;1;765;0;0;0;0;0;0;0;0;0;510000;4;5.00;4;4.00;;4;255000,00;6;6.00;5;6.00;;5;797;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;7.00;6.00;6.00;;7.00;6.00;0,00
TQRMNOSVXHKMPUCDEIJAH00861473;2024;2;1;2;1;1;S;33;1974;2;2;22/02/1975;49;2;1;1;2;0;2;1;;3;90.00;1;;2;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1974;0;0.00;0;;0;0.00;;0;1974;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOPVQHMMKUCDEGJBF00799725;2024;2;1;2;1;43;S;13;851;2;1;12/11/1956;67;2;1;1;2;0;4;1;;1;;1;;4;3;0;1;;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;851;0;175000.00;3;3.00;2;2.00;;2;897;0;0;0;0;0;0;0;0;175000;350000;3;3.00;3;3.00;;3;175000,00;4;4.00;3;3.00;;3;890;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105000;0;0;0;0;0;0;70000;0;0;5.00;4.00;4.00;;5.00;4.00;0,00
TQRMNOSYXHLOKQCDEGJBF00804870;2024;2;1;5;0;43;S;13;764;3;1;09/10/2017;6;5;4;1;1;1;3;2;0.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;764;0;0.00;0;0.00;0;0.00;;0;764;0;0;0;0;0;0;0;0;0;543000;5;5.00;5;5.00;;5;108600,00;2;2.00;2;2.00;;1;787;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;3.00;2.00;0,00
TQRMNOTQQHLNNMCDEIJAH00807691;2024;2;1;3;1;1;S;33;541;3;2;06/08/2013;10;5;1;1;1;2;2;2;4.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;541;0;0.00;0;;0;0.00;;0;541;0;0;0;0;0;0;0;0;0;1500000;9;;9;9.00;;9;500000,00;9;;8;9.00;;9;680;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;9.00;9.00;9.00;;;9.00;0,00
TQRMNOQPRHMLKMCDEIJAH00802620;2024;2;1;1;1;1;S;33;3605;1;2;20/01/1981;43;2;1;1;2;0;7;2;2.00;2;;1;;5;2;2;0;;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.00;2.00;1.00;3.00;2.00;1009.00;2.00;0.00;0.00;0.00;1.00;0.00;80113.00;10.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;0.00;;0;3605;0;0.00;0;;0;0.00;;0;3605;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;2.00;2.00;1.00;2.00;2.00;1.00;2.00;2.00;2.00;2.00;0.00;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNORPUHJNMLCDEGJBF00864888;2024;2;1;4;1;43;S;13;618;3;2;08/12/2007;16;5;1;1;1;1;5;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;618;0;0.00;0;0.00;0;0.00;;0;618;0;0;0;0;0;0;0;0;0;0;12;12.00;12;12.00;;12;0,00;12;12.00;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOTXYHMOKRCDEGJBF00799722;2024;2;1;3;1;43;S;13;1187;3;2;07/02/2008;16;5;1;1;1;2;5;2;1.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;1187;0;0.00;0;0.00;0;0.00;;0;1187;0;0;0;0;0;0;0;0;0;940000;7;8.00;8;7.00;;8;313333,30;7;7.00;6;7.00;;6;1320;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;8.00;7.00;7.00;;8.00;7.00;0,00
TQRMNOPYVHKORSCDEIJAH00862435;2024;2;1;3;1;1;S;33;1433;3;2;30/01/2008;16;5;1;1;1;2;4;2;4.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1433;0;0.00;0;;0;0.00;;0;1433;0;0;0;0;0;0;0;0;0;820000;7;;6;7.00;;7;205000,00;5;;4;4.00;;5;2565;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;5.00;5.00;5.00;;;6.00;0,00
